Class,CloseTime,30m0,30mvolume0,30m1,30mvolume1,30m2,30mvolume2,30m3,30mvolume3,30m4,30mvolume4,30m5,30mvolume5,30m6,30mvolume6,30m7,30mvolume7,30m8,30mvolume8,30m9,30mvolume9,30m10,30mvolume10,30m11,30mvolume11,30m12,30mvolume12,30m13,30mvolume13,30m14,30mvolume14,30m15,30mvolume15,4h0,4hvolume0,4h1,4hvolume1,4h2,4hvolume2,4h3,4hvolume3,4h4,4hvolume4,4h5,4hvolume5,4h6,4hvolume6,4h7,4hvolume7,4h8,4hvolume8,4h9,4hvolume9,4h10,4hvolume10,4h11,4hvolume11,4h12,4hvolume12,4h13,4hvolume13,4h14,4hvolume14,4h15,4hvolume15
Push,1551302999999,131.19,33348.32822,129.63,97154.67197,134.46,18193.49024,135.64,9759.75295,135.92,7908.23357,136.13,4587.27471,136.38,4815.63733,137.06,4900.60802,136.74,5707.42348,136.58,6758.77456,137.52,7419.20406,137.03,5687.83859,137.22,8785.36067,137.31,12687.91545,136.77,30440.28651,139.48,25819.30066,135.64,51856.90868,137.03,100375.75749,138.6,64932.44909,138.16,74861.56941,135.92,44484.41629,136.22,33704.12686,135.02,66374.74124,136.42,96892.2863,136.21,95150.15335,136.87,90944.11735,137.86,49878.74523,137.87,114772.68608,139.64,194356.12112,137.2,118054.33269,136.77,109907.34467,137.12,99790.24064
Pull,1551333599999,136.79,5466.30587,136.7,7212.19756,136.34,4871.06903,136.71,5459.28485,136.02,5300.65924,135.7,11378.47809,135.54,7195.0714,135.94,7698.37021,137.01,5467.95075,137.19,17245.8735,136.63,18983.07543,134.72,10886.9081,135.02,18426.20038,134.26,29870.47072,132.2,7598.6819,131.01,9643.89339,136.02,84156.38672,135.02,230691.50939,135.64,51856.90868,137.03,100375.75749,138.6,64932.44909,138.16,74861.56941,135.92,44484.41629,136.22,33704.12686,135.02,66374.74124,136.42,96892.2863,136.21,95150.15335,136.87,90944.11735,137.86,49878.74523,137.87,114772.68608,139.64,194356.12112,137.2,118054.33269
Pull,1551365999999,136.78,8619.20388,136.39,9263.35172,136.38,4895.14025,136.61,4849.96491,136.6,7417.0807,136.85,7741.55198,136.9,6384.84853,137.07,6842.66921,136.47,9773.81534,136.55,13096.90615,136.05,12957.81832,136.37,12782.00642,136.75,20464.25824,136.36,7542.31538,135.6,7579.10801,135.81,17826.78195,136.9,89844.63759,135.6,62536.86495,136.02,84156.38672,135.02,230691.50939,135.64,51856.90868,137.03,100375.75749,138.6,64932.44909,138.16,74861.56941,135.92,44484.41629,136.22,33704.12686,135.02,66374.74124,136.42,96892.2863,136.21,95150.15335,136.87,90944.11735,137.86,49878.74523,137.87,114772.68608
Pull,1551371399999,136.43,20381.21887,136.76,76581.45868,136.4,18949.84425,136.78,8619.20388,136.39,9263.35172,136.38,4895.14025,136.61,4849.96491,136.6,7417.0807,136.85,7741.55198,136.9,6384.84853,137.07,6842.66921,136.47,9773.81534,136.55,13096.90615,136.05,12957.81832,136.37,12782.00642,136.75,20464.25824,136.76,138317.59637,136.9,89844.63759,135.6,62536.86495,136.02,84156.38672,135.02,230691.50939,135.64,51856.90868,137.03,100375.75749,138.6,64932.44909,138.16,74861.56941,135.92,44484.41629,136.22,33704.12686,135.02,66374.74124,136.42,96892.2863,136.21,95150.15335,136.87,90944.11735,137.86,49878.74523
Pull,1551389399999,135.82,4570.23456,135.67,6505.72272,135.15,16379.46811,136.04,23880.82669,135.83,9986.30704,136.53,9250.99781,136.09,10734.5655,135.59,13991.60902,136.25,22300.03648,136.09,46408.99321,136.43,20381.21887,136.76,76581.45868,136.4,18949.84425,136.78,8619.20388,136.39,9263.35172,136.38,4895.14025,136.04,156934.55462,136.76,138317.59637,136.9,89844.63759,135.6,62536.86495,136.02,84156.38672,135.02,230691.50939,135.64,51856.90868,137.03,100375.75749,138.6,64932.44909,138.16,74861.56941,135.92,44484.41629,136.22,33704.12686,135.02,66374.74124,136.42,96892.2863,136.21,95150.15335,136.87,90944.11735
Pull,1551405599999,135.87,4077.8258,135.3,4917.05621,135.82,3355.47135,135.76,4869.68123,135.34,3710.25371,135.68,5367.32803,135.47,3733.19605,135.34,3863.50528,135.68,3407.56878,135.82,4570.23456,135.67,6505.72272,135.15,16379.46811,136.04,23880.82669,135.83,9986.30704,136.53,9250.99781,136.09,10734.5655,135.34,47537.27724,136.04,156934.55462,136.76,138317.59637,136.9,89844.63759,135.6,62536.86495,136.02,84156.38672,135.02,230691.50939,135.64,51856.90868,137.03,100375.75749,138.6,64932.44909,138.16,74861.56941,135.92,44484.41629,136.22,33704.12686,135.02,66374.74124,136.42,96892.2863,136.21,95150.15335
Pull,1551425399999,135.38,10341.14778,136.02,3690.34902,136.24,4470.57509,136.25,3915.49412,136.46,3195.60857,136.28,3654.22131,136.11,2236.13628,136.21,4432.68943,136.41,4186.10853,135.62,4454.07568,135.79,4429.17682,135.87,4077.8258,135.3,4917.05621,135.82,3355.47135,135.76,4869.68123,135.34,3710.25371,136.21,34722.08505,135.34,47537.27724,136.04,156934.55462,136.76,138317.59637,136.9,89844.63759,135.6,62536.86495,136.02,84156.38672,135.02,230691.50939,135.64,51856.90868,137.03,100375.75749,138.6,64932.44909,138.16,74861.56941,135.92,44484.41629,136.22,33704.12686,135.02,66374.74124,136.42,96892.2863
Pull,1551455999999,135.77,4498.69505,135.52,7149.39215,135.81,3771.69496,135.57,5964.43778,135.71,6031.08069,135.29,7322.18383,135.53,5204.74305,135.39,4344.46284,135.62,4887.05563,135.6,6973.21979,135.83,4006.60892,135.86,9144.78714,136.11,7561.34357,136.23,17090.86503,136.11,7291.42305,136.07,7605.11648,135.77,44286.69035,135.62,64560.41961,136.3,42728.18003,136.21,34722.08505,135.34,47537.27724,136.04,156934.55462,136.76,138317.59637,136.9,89844.63759,135.6,62536.86495,136.02,84156.38672,135.02,230691.50939,135.64,51856.90868,137.03,100375.75749,138.6,64932.44909,138.16,74861.56941,135.92,44484.41629
Pull,1551502799999,134.6,20116.7559,135.07,3821.06233,135.53,2807.70088,135.65,1924.24187,135.71,3309.76015,135.6,3637.98119,135.7,4594.1732,135.79,2754.9932,135.7,4022.41288,135.63,4115.48725,135.32,9161.49756,135.52,7318.52774,135.75,10735.73647,136.26,9084.12765,136.76,4032.48288,136.54,3301.59216,135.53,27166.75062,135.32,51392.65203,136.6,64942.00124,135.77,44286.69035,135.62,64560.41961,136.3,42728.18003,136.21,34722.08505,135.34,47537.27724,136.04,156934.55462,136.76,138317.59637,136.9,89844.63759,135.6,62536.86495,136.02,84156.38672,135.02,230691.50939,135.64,51856.90868,137.03,100375.75749
Pull,1551518999999,132.0,8613.94556,132.49,18477.91433,130.87,27223.00261,132.72,9409.04424,133.34,5221.96234,133.88,3677.77031,134.09,7382.31342,134.04,8964.33918,134.19,8408.69062,134.6,20116.7559,135.07,3821.06233,135.53,2807.70088,135.65,1924.24187,135.71,3309.76015,135.6,3637.98119,135.7,4594.1732,132.72,67001.93834,135.53,27166.75062,135.32,51392.65203,136.6,64942.00124,135.77,44286.69035,135.62,64560.41961,136.3,42728.18003,136.21,34722.08505,135.34,47537.27724,136.04,156934.55462,136.76,138317.59637,136.9,89844.63759,135.6,62536.86495,136.02,84156.38672,135.02,230691.50939,135.64,51856.90868
Pull,1551535199999,132.75,3841.44707,133.45,3871.715,133.15,4357.22653,133.07,4668.87101,133.65,6337.05383,133.99,8178.0297,132.87,4931.92188,132.22,5820.7029,132.19,6196.71088,132.0,8613.94556,132.49,18477.91433,130.87,27223.00261,132.72,9409.04424,133.34,5221.96234,133.88,3677.77031,134.09,7382.31342,133.65,85779.28169,132.72,67001.93834,135.53,27166.75062,135.32,51392.65203,136.6,64942.00124,135.77,44286.69035,135.62,64560.41961,136.3,42728.18003,136.21,34722.08505,135.34,47537.27724,136.04,156934.55462,136.76,138317.59637,136.9,89844.63759,135.6,62536.86495,136.02,84156.38672,135.02,230691.50939
Pull,1551601799999,133.88,7755.85419,133.75,5914.1395,133.66,1924.41117,133.58,2500.44187,133.82,3057.62341,133.79,1631.53421,133.69,1882.07698,133.24,2183.06696,133.64,4391.64503,133.59,1357.22421,133.38,2202.18162,133.37,3421.86946,133.68,2772.9883,133.84,2998.81449,133.72,6036.20325,134.2,5366.89489,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834,135.53,27166.75062,135.32,51392.65203,136.6,64942.00124,135.77,44286.69035,135.62,64560.41961,136.3,42728.18003,136.21,34722.08505,135.34,47537.27724,136.04,156934.55462
Pull,1551664799999,130.48,5081.88343,130.29,5708.22335,130.87,8927.10727,130.29,6843.08844,130.6,14564.81398,129.06,18603.62288,131.11,2117.37043,131.37,1696.76989,131.33,1945.66364,131.15,2473.87106,131.61,1402.78104,131.36,2349.69892,131.15,2081.47931,131.01,4004.36406,131.56,1866.6078,131.61,3703.01397,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834,135.53,27166.75062,135.32,51392.65203,136.6,64942.00124,135.77,44286.69035,135.62,64560.41961
Pull,1551686399999,126.74,3748.13721,127.69,3555.61783,127.44,5013.68885,127.17,8975.65849,127.19,13217.65919,126.81,27834.37045,127.09,21571.24401,127.11,15901.94613,128.76,13002.71613,128.2,13440.40614,129.06,9195.53533,130.06,3117.38387,130.48,5081.88343,130.29,5708.22335,130.87,8927.10727,130.29,6843.08844,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834,135.53,27166.75062,135.32,51392.65203,136.6,64942.00124
Pull,1551697199999,124.24,27173.88174,124.06,23242.23747,124.78,11157.28273,126.0,5727.0674,125.94,7980.02343,126.51,6114.035,126.74,3748.13721,127.69,3555.61783,127.44,5013.68885,127.17,8975.65849,127.19,13217.65919,126.81,27834.37045,127.09,21571.24401,127.11,15901.94613,128.76,13002.71613,128.2,13440.40614,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834,135.53,27166.75062,135.32,51392.65203,136.6,64942.00124
Pull,1551698999999,125.14,13904.44987,124.24,27173.88174,124.06,23242.23747,124.78,11157.28273,126.0,5727.0674,125.94,7980.02343,126.51,6114.035,126.74,3748.13721,127.69,3555.61783,127.44,5013.68885,127.17,8975.65849,127.19,13217.65919,126.81,27834.37045,127.09,21571.24401,127.11,15901.94613,128.76,13002.71613,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834,135.53,27166.75062,135.32,51392.65203,136.6,64942.00124
Pull,1551707999999,125.05,6083.87842,124.55,5772.5274,124.2,4462.49211,124.72,6739.78903,124.52,6871.42639,125.14,13904.44987,124.24,27173.88174,124.06,23242.23747,124.78,11157.28273,126.0,5727.0674,125.94,7980.02343,126.51,6114.035,126.74,3748.13721,127.69,3555.61783,127.44,5013.68885,127.17,8975.65849,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834,135.53,27166.75062,135.32,51392.65203
Pull,1551722399999,126.0,3691.0457,126.17,5192.593,125.76,5382.15233,126.01,6054.55575,125.7,3650.69639,125.66,7257.02149,125.71,6233.57413,125.47,4408.68392,125.05,6083.87842,124.55,5772.5274,124.2,4462.49211,124.72,6739.78903,124.52,6871.42639,125.14,13904.44987,124.24,27173.88174,124.06,23242.23747,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834,135.53,27166.75062
Pull,1551729599999,125.53,9516.16698,125.12,5374.04535,125.45,3419.75461,125.51,8999.36451,126.0,3691.0457,126.17,5192.593,125.76,5382.15233,126.01,6054.55575,125.7,3650.69639,125.66,7257.02149,125.71,6233.57413,125.47,4408.68392,125.05,6083.87842,124.55,5772.5274,124.2,4462.49211,124.72,6739.78903,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834
Push,1551738599999,126.18,4140.68523,125.99,4382.20631,126.15,4969.93462,126.36,11551.16367,126.85,7600.35446,125.53,9516.16698,125.12,5374.04535,125.45,3419.75461,125.51,8999.36451,126.0,3691.0457,126.17,5192.593,125.76,5382.15233,126.01,6054.55575,125.7,3650.69639,125.66,7257.02149,125.71,6233.57413,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834
Push,1551740399999,125.21,3486.28126,126.18,4140.68523,125.99,4382.20631,126.15,4969.93462,126.36,11551.16367,126.85,7600.35446,125.53,9516.16698,125.12,5374.04535,125.45,3419.75461,125.51,8999.36451,126.0,3691.0457,126.17,5192.593,125.76,5382.15233,126.01,6054.55575,125.7,3650.69639,125.66,7257.02149,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169,132.72,67001.93834
Push,1551749399999,126.23,5412.657,125.98,2070.53089,126.19,2460.07328,125.65,2723.77623,125.74,5549.9814,125.21,3486.28126,126.18,4140.68523,125.99,4382.20631,126.15,4969.93462,126.36,11551.16367,126.85,7600.35446,125.53,9516.16698,125.12,5374.04535,125.45,3419.75461,125.51,8999.36451,126.0,3691.0457,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169
Push,1551751199999,125.69,3925.32175,126.23,5412.657,125.98,2070.53089,126.19,2460.07328,125.65,2723.77623,125.74,5549.9814,125.21,3486.28126,126.18,4140.68523,125.99,4382.20631,126.15,4969.93462,126.36,11551.16367,126.85,7600.35446,125.53,9516.16698,125.12,5374.04535,125.45,3419.75461,125.51,8999.36451,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943,133.65,85779.28169
Push,1551758399999,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,126.23,5412.657,125.98,2070.53089,126.19,2460.07328,125.65,2723.77623,125.74,5549.9814,125.21,3486.28126,126.18,4140.68523,125.99,4382.20631,126.15,4969.93462,126.36,11551.16367,126.85,7600.35446,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943
Push,1551760199999,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,126.23,5412.657,125.98,2070.53089,126.19,2460.07328,125.65,2723.77623,125.74,5549.9814,125.21,3486.28126,126.18,4140.68523,125.99,4382.20631,126.15,4969.93462,126.36,11551.16367,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943
Push,1551761999999,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,126.23,5412.657,125.98,2070.53089,126.19,2460.07328,125.65,2723.77623,125.74,5549.9814,125.21,3486.28126,126.18,4140.68523,125.99,4382.20631,126.15,4969.93462,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943
Push,1551765599999,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,126.23,5412.657,125.98,2070.53089,126.19,2460.07328,125.65,2723.77623,125.74,5549.9814,125.21,3486.28126,126.18,4140.68523,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943
Push,1551769199999,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,126.23,5412.657,125.98,2070.53089,126.19,2460.07328,125.65,2723.77623,125.74,5549.9814,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943
Push,1551770999999,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,126.23,5412.657,125.98,2070.53089,126.19,2460.07328,125.65,2723.77623,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073,132.03,33133.36943
Push,1551772799999,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,126.23,5412.657,125.98,2070.53089,126.19,2460.07328,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073
Push,1551774599999,127.63,10286.92993,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,126.23,5412.657,125.98,2070.53089,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073
Push,1551776399999,128.86,11886.30803,127.63,10286.92993,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,126.23,5412.657,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073
Push,1551778199999,128.3,11420.89123,128.86,11886.30803,127.63,10286.92993,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,125.69,3925.32175,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073
Push,1551779999999,128.37,4967.06785,128.3,11420.89123,128.86,11886.30803,127.63,10286.92993,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,125.25,3714.17149,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073
Push,1551781799999,127.79,7267.80578,128.37,4967.06785,128.3,11420.89123,128.86,11886.30803,127.63,10286.92993,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,125.32,4588.67907,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073
Push,1551783599999,128.11,3909.96589,127.79,7267.80578,128.37,4967.06785,128.3,11420.89123,128.86,11886.30803,127.63,10286.92993,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,125.99,6776.78523,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073
Push,1551785399999,127.88,7866.20619,128.11,3909.96589,127.79,7267.80578,128.37,4967.06785,128.3,11420.89123,128.86,11886.30803,127.63,10286.92993,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,125.81,3166.34439,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012,132.82,64092.64073
Push,1551787199999,128.21,4803.85189,127.88,7866.20619,128.11,3909.96589,127.79,7267.80578,128.37,4967.06785,128.3,11420.89123,128.86,11886.30803,127.63,10286.92993,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,126.29,6505.59945,126.43,6641.20847,125.93,4591.54385,128.21,62409.02679,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012
Push,1551792599999,131.91,42529.39288,128.91,12014.67422,128.7,9288.933,128.21,4803.85189,127.88,7866.20619,128.11,3909.96589,127.79,7267.80578,128.37,4967.06785,128.3,11420.89123,128.86,11886.30803,127.63,10286.92993,127.61,12169.53277,127.23,6027.53606,126.63,7893.55418,127.1,9022.11284,126.38,4772.1182,128.21,62409.02679,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012
Pull,1551799799999,134.15,12874.2852,133.47,20137.21967,133.95,23159.46165,134.74,47005.25412,131.91,42529.39288,128.91,12014.67422,128.7,9288.933,128.21,4803.85189,127.88,7866.20619,128.11,3909.96589,127.79,7267.80578,128.37,4967.06785,128.3,11420.89123,128.86,11886.30803,127.63,10286.92993,127.61,12169.53277,128.21,62409.02679,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294,132.56,19831.30012
Pull,1551814199999,136.32,8550.65991,135.95,7727.01672,135.96,10852.91487,136.39,9812.09312,136.13,12238.02119,135.7,28309.41142,136.57,35006.61482,133.95,11867.71135,134.15,12874.2852,133.47,20137.21967,133.95,23159.46165,134.74,47005.25412,131.91,42529.39288,128.91,12014.67422,128.7,9288.933,128.21,4803.85189,133.95,178876.93209,128.21,62409.02679,127.61,57623.20582,125.81,32114.5631,125.65,44404.38318,125.53,47629.67823,125.7,44608.66289,124.52,102170.40403,126.74,99818.32216,128.76,65316.34396,130.6,45154.59184,131.15,34931.92232,131.26,52692.3613,133.63,27289.74837,133.75,23484.93913,133.59,38899.72294
